supplier_id,product_id,unit_price,fixed_order_cost,min_order_qty_units,supplier_capacity_kg,elapsed_shelf_days,lead_time_mean_days,lead_time_std_days
4,205,225.86,26.52,10,791.7,0.01,0.73,0.15
4,206,206.58,26.52,13,710.3,0.01,0.73,0.15
4,207,242.98,26.52,36,682.6,0.01,0.73,0.15
4,208,183.67,26.52,13,870.3,0.01,0.73,0.15
4,209,213.46,26.52,30,609.6,0.01,0.73,0.15
4,210,259.27,26.52,12,497.2,0.01,0.73,0.15
4,211,191.48,26.52,33,714.6,0.01,0.73,0.15
4,212,189.42,26.52,11,528.6,0.01,0.73,0.15
4,213,229.54,26.52,15,566.8,0.01,0.73,0.15
4,214,228.41,26.52,16,829.4,0.01,0.73,0.15
4,216,219.76,26.52,28,513.1,0.01,0.73,0.15
4,217,227.21,26.52,25,482.8,0.01,0.73,0.15
4,218,236.26,26.52,11,542.3,0.01,0.73,0.15
4,219,195.61,26.52,23,816.3,0.01,0.73,0.15
4,22,205.21,26.52,29,896.7,0.01,0.73,0.15
4,220,203.38,26.52,20,769.7,0.01,0.73,0.15
4,222,205.2,26.52,33,592.1,0.01,0.73,0.15
4,223,224.74,26.52,27,588.7,0.01,0.73,0.15
4,229,203.25,26.52,26,711.5,0.01,0.73,0.15
4,23,211.9,26.52,34,528.3,0.01,0.73,0.15
4,232,234.6,26.52,40,705.7,0.01,0.73,0.15
4,233,228.03,26.52,29,779.3,0.01,0.73,0.15
4,235,227.7,26.52,17,644.1,0.01,0.73,0.15
4,236,232.04,26.52,50,669.7,0.01,0.73,0.15
4,237,194.67,26.52,24,655.9,0.01,0.73,0.15
4,238,245.91,26.52,46,826.4,0.01,0.73,0.15
4,24,207.65,26.52,26,660.1,0.01,0.73,0.15
4,240,203.24,26.52,30,554.2,0.01,0.73,0.15
4,242,201.47,26.52,37,841.2,0.01,0.73,0.15
4,243,160.01,26.52,10,517.0,0.01,0.73,0.15
4,244,207.13,26.52,43,864.9,0.01,0.73,0.15
4,246,222.52,26.52,29,544.3,0.01,0.73,0.15
4,25,188.73,26.52,21,583.9,0.01,0.73,0.15
4,250,196.55,26.52,39,782.3,0.01,0.73,0.15
4,253,189.13,26.52,44,817.5,0.01,0.73,0.15
4,255,201.74,26.52,22,750.1,0.01,0.73,0.15
4,256,200.24,26.52,37,770.7,0.01,0.73,0.15
4,257,173.5,26.52,10,482.2,0.01,0.73,0.15
4,258,218.83,26.52,40,875.8,0.01,0.73,0.15
4,259,220.75,26.52,34,851.7,0.01,0.73,0.15
4,26,207.13,26.52,17,600.9,0.01,0.73,0.15
4,260,225.95,26.52,31,600.2,0.01,0.73,0.15
4,261,180.29,26.52,30,525.1,0.01,0.73,0.15
4,262,209.15,26.52,34,563.6,0.01,0.73,0.15
4,264,223.73,26.52,50,554.1,0.01,0.73,0.15
4,269,251.38,26.52,17,586.5,0.01,0.73,0.15
4,27,219.11,26.52,34,591.4,0.01,0.73,0.15
4,275,220.92,26.52,13,662.4,0.01,0.73,0.15
4,276,226.91,26.52,19,538.3,0.01,0.73,0.15
4,277,221.84,26.52,18,858.5,0.01,0.73,0.15
4,279,206.37,26.52,25,720.7,0.01,0.73,0.15
4,28,197.6,26.52,17,648.7,0.01,0.73,0.15
4,280,213.42,26.52,29,881.2,0.01,0.73,0.15
4,281,227.95,26.52,12,725.6,0.01,0.73,0.15
4,283,219.83,26.52,39,765.6,0.01,0.73,0.15
4,284,242.07,26.52,29,807.4,0.01,0.73,0.15
4,286,247.51,26.52,44,885.8,0.01,0.73,0.15
4,287,223.71,26.52,43,824.5,0.01,0.73,0.15
4,288,217.87,26.52,35,583.2,0.01,0.73,0.15
4,290,204.11,26.52,47,833.6,0.01,0.73,0.15
4,291,211.68,26.52,26,579.3,0.01,0.73,0.15
4,292,164.04,26.52,39,544.6,0.01,0.73,0.15
4,293,231.18,26.52,25,564.0,0.01,0.73,0.15
4,294,212.55,26.52,45,898.1,0.01,0.73,0.15
4,295,207.73,26.52,13,759.6,0.01,0.73,0.15
4,296,221.76,26.52,14,605.1,0.01,0.73,0.15
4,297,226.63,26.52,50,703.4,0.01,0.73,0.15
4,3,187.95,26.52,35,576.1,0.01,0.73,0.15
4,30,215.66,26.52,43,812.8,0.01,0.73,0.15
4,301,232.47,26.52,35,684.3,0.01,0.73,0.15
4,302,173.08,26.52,35,563.9,0.01,0.73,0.15
4,303,182.43,26.52,13,806.7,0.01,0.73,0.15
4,304,204.92,26.52,26,865.6,0.01,0.73,0.15
4,305,212.14,26.52,26,585.4,0.01,0.73,0.15
4,306,222.92,26.52,16,857.7,0.01,0.73,0.15
4,307,187.99,26.52,16,858.5,0.01,0.73,0.15
4,308,205.28,26.52,50,877.9,0.01,0.73,0.15
4,31,223.55,26.52,38,563.0,0.01,0.73,0.15
4,310,168.31,26.52,20,739.7,0.01,0.73,0.15
4,311,196.85,26.52,34,486.9,0.01,0.73,0.15
4,314,208.8,26.52,13,835.7,0.01,0.73,0.15
4,315,202.26,26.52,14,629.4,0.01,0.73,0.15
4,316,194.11,26.52,18,859.3,0.01,0.73,0.15
4,318,223.23,26.52,15,813.5,0.01,0.73,0.15
4,319,200.8,26.52,45,597.6,0.01,0.73,0.15
4,321,193.94,26.52,22,542.7,0.01,0.73,0.15
4,322,183.2,26.52,30,768.7,0.01,0.73,0.15
4,323,214.19,26.52,14,650.5,0.01,0.73,0.15
4,325,257.03,26.52,35,840.7,0.01,0.73,0.15
4,330,198.03,26.52,17,857.6,0.01,0.73,0.15
4,333,217.52,26.52,39,752.4,0.01,0.73,0.15
4,335,166.26,26.52,36,573.6,0.01,0.73,0.15
4,341,200.37,26.52,35,750.3,0.01,0.73,0.15
4,343,203.45,26.52,25,505.9,0.01,0.73,0.15
4,345,180.25,26.52,26,531.9,0.01,0.73,0.15
4,346,189.59,26.52,13,596.0,0.01,0.73,0.15
4,351,206.42,26.52,36,823.9,0.01,0.73,0.15
4,353,224.94,26.52,39,600.2,0.01,0.73,0.15
4,354,204.34,26.52,20,665.9,0.01,0.73,0.15
4,355,213.65,26.52,45,776.1,0.01,0.73,0.15
4,356,191.91,26.52,29,843.8,0.01,0.73,0.15
4,358,199.86,26.52,15,534.5,0.01,0.73,0.15
4,36,231.45,26.52,42,770.9,0.01,0.73,0.15
4,363,187.24,26.52,24,849.6,0.01,0.73,0.15
4,364,198.79,26.52,38,652.1,0.01,0.73,0.15
4,367,205.84,26.52,49,633.9,0.01,0.73,0.15
4,37,186.76,26.52,11,497.3,0.01,0.73,0.15
4,370,203.08,26.52,24,819.1,0.01,0.73,0.15
4,374,239.65,26.52,46,669.5,0.01,0.73,0.15
4,377,254.32,26.52,50,897.7,0.01,0.73,0.15
4,38,204.96,26.52,40,576.6,0.01,0.73,0.15
4,380,236.04,26.52,11,614.5,0.01,0.73,0.15
4,381,214.27,26.52,45,672.8,0.01,0.73,0.15
4,385,235.72,26.52,18,636.5,0.01,0.73,0.15
4,386,191.18,26.52,46,887.6,0.01,0.73,0.15
4,387,213.33,26.52,27,491.5,0.01,0.73,0.15
4,389,185.91,26.52,35,655.8,0.01,0.73,0.15
4,39,208.26,26.52,20,625.0,0.01,0.73,0.15
4,390,191.95,26.52,40,654.1,0.01,0.73,0.15
4,392,160.1,26.52,13,723.8,0.01,0.73,0.15
4,396,190.09,26.52,26,806.7,0.01,0.73,0.15
4,397,233.88,26.52,21,825.0,0.01,0.73,0.15
4,399,204.68,26.52,36,640.6,0.01,0.73,0.15
4,4,218.92,26.52,46,892.6,0.01,0.73,0.15
4,403,209.65,26.52,20,709.2,0.01,0.73,0.15
4,404,233.59,26.52,10,780.5,0.01,0.73,0.15
4,407,211.99,26.52,48,633.0,0.01,0.73,0.15
4,41,197.12,26.52,42,527.9,0.01,0.73,0.15
4,410,236.32,26.52,25,506.9,0.01,0.73,0.15
4,411,187.73,26.52,38,866.0,0.01,0.73,0.15
4,412,207.55,26.52,41,548.9,0.01,0.73,0.15
4,414,198.3,26.52,47,558.3,0.01,0.73,0.15
4,415,211.13,26.52,19,592.1,0.01,0.73,0.15
4,416,221.37,26.52,20,722.9,0.01,0.73,0.15
4,418,208.05,26.52,47,628.9,0.01,0.73,0.15
4,419,225.08,26.52,18,591.0,0.01,0.73,0.15
4,420,206.35,26.52,38,755.2,0.01,0.73,0.15
4,422,225.81,26.52,14,802.3,0.01,0.73,0.15
4,424,183.22,26.52,41,706.5,0.01,0.73,0.15
4,425,246.68,26.52,43,531.7,0.01,0.73,0.15
4,426,264.56,26.52,35,864.9,0.01,0.73,0.15
4,427,220.23,26.52,42,829.4,0.01,0.73,0.15
4,429,204.32,26.52,46,778.6,0.01,0.73,0.15
4,430,232.01,26.52,39,795.9,0.01,0.73,0.15
4,435,188.99,26.52,50,718.8,0.01,0.73,0.15
4,436,210.67,26.52,23,673.4,0.01,0.73,0.15
4,438,247.6,26.52,33,795.8,0.01,0.73,0.15
4,439,199.65,26.52,38,861.9,0.01,0.73,0.15
4,44,243.8,26.52,50,577.6,0.01,0.73,0.15
4,441,259.71,26.52,13,836.1,0.01,0.73,0.15
4,443,200.52,26.52,17,867.3,0.01,0.73,0.15
4,445,222.71,26.52,32,847.3,0.01,0.73,0.15
4,446,201.73,26.52,42,631.7,0.01,0.73,0.15
4,447,214.02,26.52,30,599.1,0.01,0.73,0.15
4,448,219.79,26.52,40,551.5,0.01,0.73,0.15
4,449,217.41,26.52,33,895.8,0.01,0.73,0.15
4,45,208.5,26.52,41,726.8,0.01,0.73,0.15
4,450,198.42,26.52,36,679.0,0.01,0.73,0.15
4,453,199.93,26.52,42,663.8,0.01,0.73,0.15
4,454,204.4,26.52,37,722.4,0.01,0.73,0.15
4,456,222.95,26.52,18,818.7,0.01,0.73,0.15
4,458,239.57,26.52,40,615.2,0.01,0.73,0.15
4,459,190.78,26.52,15,691.5,0.01,0.73,0.15
4,460,195.15,26.52,12,721.7,0.01,0.73,0.15
4,461,195.78,26.52,15,691.3,0.01,0.73,0.15
4,463,192.36,26.52,21,697.6,0.01,0.73,0.15
4,466,271.1,26.52,12,481.8,0.01,0.73,0.15
4,467,247.39,26.52,48,753.7,0.01,0.73,0.15
4,468,210.71,26.52,29,705.8,0.01,0.73,0.15
4,470,226.04,26.52,29,640.7,0.01,0.73,0.15
4,472,219.98,26.52,15,634.8,0.01,0.73,0.15
4,473,209.52,26.52,46,555.0,0.01,0.73,0.15
4,474,189.07,26.52,14,845.1,0.01,0.73,0.15
4,475,198.73,26.52,40,697.9,0.01,0.73,0.15
4,476,208.03,26.52,50,480.3,0.01,0.73,0.15
4,478,230.58,26.52,18,656.7,0.01,0.73,0.15
4,479,215.67,26.52,17,505.0,0.01,0.73,0.15
4,48,197.54,26.52,26,483.8,0.01,0.73,0.15
4,480,231.8,26.52,27,861.8,0.01,0.73,0.15
4,481,173.96,26.52,33,723.7,0.01,0.73,0.15
4,482,207.94,26.52,35,567.8,0.01,0.73,0.15
4,483,201.5,26.52,34,552.8,0.01,0.73,0.15
4,484,204.04,26.52,34,834.3,0.01,0.73,0.15
4,486,212.3,26.52,29,632.6,0.01,0.73,0.15
4,487,172.02,26.52,49,860.2,0.01,0.73,0.15
4,489,191.65,26.52,33,727.3,0.01,0.73,0.15
4,49,191.23,26.52,46,772.8,0.01,0.73,0.15
4,491,231.35,26.52,11,748.6,0.01,0.73,0.15
4,492,217.59,26.52,22,629.8,0.01,0.73,0.15
4,494,225.36,26.52,13,833.8,0.01,0.73,0.15
4,50,189.84,26.52,39,678.1,0.01,0.73,0.15
4,500,190.74,26.52,12,811.3,0.01,0.73,0.15
4,503,219.38,26.52,21,537.5,0.01,0.73,0.15
4,505,222.95,26.52,17,724.8,0.01,0.73,0.15
4,507,197.3,26.52,22,710.1,0.01,0.73,0.15
4,509,189.88,26.52,11,510.5,0.01,0.73,0.15
4,510,238.78,26.52,25,895.2,0.01,0.73,0.15
4,512,202.59,26.52,46,651.5,0.01,0.73,0.15
4,515,221.9,26.52,22,514.1,0.01,0.73,0.15
4,516,198.87,26.52,49,889.5,0.01,0.73,0.15
4,520,226.27,26.52,40,580.0,0.01,0.73,0.15
4,521,242.79,26.52,27,486.1,0.01,0.73,0.15
4,522,223.3,26.52,22,607.1,0.01,0.73,0.15
4,523,174.26,26.52,12,887.0,0.01,0.73,0.15
4,524,217.66,26.52,12,853.2,0.01,0.73,0.15
4,525,202.29,26.52,27,696.5,0.01,0.73,0.15
4,526,205.62,26.52,10,505.3,0.01,0.73,0.15
4,528,194.96,26.52,18,756.1,0.01,0.73,0.15
4,530,202.87,26.52,19,514.3,0.01,0.73,0.15
4,531,221.47,26.52,32,566.2,0.01,0.73,0.15
4,535,180.61,26.52,17,780.0,0.01,0.73,0.15
4,536,218.2,26.52,48,511.7,0.01,0.73,0.15
4,537,186.91,26.52,31,485.4,0.01,0.73,0.15
4,539,225.36,26.52,20,666.2,0.01,0.73,0.15
4,541,228.16,26.52,38,581.5,0.01,0.73,0.15
4,542,192.12,26.52,11,625.4,0.01,0.73,0.15
4,545,186.47,26.52,23,803.3,0.01,0.73,0.15
4,547,204.72,26.52,38,636.5,0.01,0.73,0.15
4,548,211.5,26.52,18,629.6,0.01,0.73,0.15
4,549,210.04,26.52,35,674.4,0.01,0.73,0.15
4,55,208.38,26.52,12,698.8,0.01,0.73,0.15
4,550,215.12,26.52,10,558.4,0.01,0.73,0.15
4,553,195.93,26.52,13,804.4,0.01,0.73,0.15
4,554,157.05,26.52,23,790.7,0.01,0.73,0.15
4,556,211.48,26.52,41,722.0,0.01,0.73,0.15
4,558,200.27,26.52,36,765.2,0.01,0.73,0.15
4,559,219.62,26.52,31,689.8,0.01,0.73,0.15
4,561,218.44,26.52,39,810.8,0.01,0.73,0.15
4,562,222.03,26.52,14,897.4,0.01,0.73,0.15
4,565,200.4,26.52,36,680.8,0.01,0.73,0.15
4,567,211.06,26.52,47,709.0,0.01,0.73,0.15
4,569,203.14,26.52,26,576.9,0.01,0.73,0.15
4,577,248.46,26.52,38,596.7,0.01,0.73,0.15
4,578,213.19,26.52,14,556.0,0.01,0.73,0.15
4,579,181.13,26.52,19,714.4,0.01,0.73,0.15
4,58,250.96,26.52,22,646.6,0.01,0.73,0.15
4,580,217.42,26.52,27,605.3,0.01,0.73,0.15
4,581,206.81,26.52,26,487.5,0.01,0.73,0.15
4,583,181.4,26.52,11,749.1,0.01,0.73,0.15
4,586,218.08,26.52,18,744.6,0.01,0.73,0.15
4,588,234.3,26.52,37,506.6,0.01,0.73,0.15
4,590,219.62,26.52,14,701.2,0.01,0.73,0.15
4,591,191.7,26.52,23,648.5,0.01,0.73,0.15
4,592,197.95,26.52,17,887.8,0.01,0.73,0.15
4,595,220.63,26.52,23,642.7,0.01,0.73,0.15
4,596,223.1,26.52,18,681.0,0.01,0.73,0.15
4,598,223.5,26.52,43,829.9,0.01,0.73,0.15
4,599,238.6,26.52,16,502.4,0.01,0.73,0.15
4,6,211.34,26.52,19,645.2,0.01,0.73,0.15
4,60,231.08,26.52,25,713.7,0.01,0.73,0.15
4,601,211.47,26.52,43,680.8,0.01,0.73,0.15
4,605,206.0,26.52,25,676.6,0.01,0.73,0.15
4,606,181.54,26.52,47,827.3,0.01,0.73,0.15
4,607,247.31,26.52,11,799.1,0.01,0.73,0.15
4,609,213.04,26.52,13,552.5,0.01,0.73,0.15
4,61,189.55,26.52,21,827.0,0.01,0.73,0.15
4,610,225.68,26.52,25,633.6,0.01,0.73,0.15
4,611,246.69,26.52,38,588.8,0.01,0.73,0.15
4,613,223.78,26.52,11,782.7,0.01,0.73,0.15
4,615,239.92,26.52,47,647.2,0.01,0.73,0.15
4,616,226.31,26.52,30,879.3,0.01,0.73,0.15
4,619,193.26,26.52,41,611.9,0.01,0.73,0.15
4,62,205.3,26.52,37,813.7,0.01,0.73,0.15
4,620,231.74,26.52,22,605.4,0.01,0.73,0.15
4,621,195.41,26.52,42,741.4,0.01,0.73,0.15
4,627,202.34,26.52,15,710.5,0.01,0.73,0.15
4,628,238.94,26.52,44,701.4,0.01,0.73,0.15
4,629,202.8,26.52,23,730.1,0.01,0.73,0.15
4,63,245.08,26.52,44,843.5,0.01,0.73,0.15
4,631,202.64,26.52,31,782.1,0.01,0.73,0.15
4,634,187.42,26.52,43,780.1,0.01,0.73,0.15
4,635,199.47,26.52,21,793.5,0.01,0.73,0.15
4,636,195.08,26.52,23,647.9,0.01,0.73,0.15
4,638,194.11,26.52,17,573.7,0.01,0.73,0.15
4,639,224.32,26.52,32,628.3,0.01,0.73,0.15
4,64,223.86,26.52,27,813.1,0.01,0.73,0.15
4,644,208.8,26.52,40,754.3,0.01,0.73,0.15
4,645,217.66,26.52,27,713.0,0.01,0.73,0.15
4,647,184.34,26.52,47,525.0,0.01,0.73,0.15
4,649,204.44,26.52,45,646.9,0.01,0.73,0.15
4,65,213.75,26.52,48,779.5,0.01,0.73,0.15
4,650,206.46,26.52,43,748.8,0.01,0.73,0.15
4,651,209.83,26.52,14,673.8,0.01,0.73,0.15
4,654,202.24,26.52,37,603.4,0.01,0.73,0.15
4,655,217.07,26.52,13,688.0,0.01,0.73,0.15
4,656,188.86,26.52,29,628.0,0.01,0.73,0.15
4,657,232.06,26.52,33,496.5,0.01,0.73,0.15
4,66,233.52,26.52,29,793.6,0.01,0.73,0.15
4,660,143.14,26.52,36,519.8,0.01,0.73,0.15
4,662,205.86,26.52,21,691.9,0.01,0.73,0.15
4,663,177.44,26.52,16,646.6,0.01,0.73,0.15
4,665,159.56,26.52,44,701.1,0.01,0.73,0.15
4,666,211.6,26.52,48,760.2,0.01,0.73,0.15
4,668,249.09,26.52,33,482.8,0.01,0.73,0.15
4,669,188.8,26.52,19,751.8,0.01,0.73,0.15
4,67,198.28,26.52,15,609.2,0.01,0.73,0.15
4,670,201.07,26.52,23,699.5,0.01,0.73,0.15
4,672,215.05,26.52,24,811.0,0.01,0.73,0.15
4,675,218.43,26.52,31,659.7,0.01,0.73,0.15
4,677,212.69,26.52,50,773.9,0.01,0.73,0.15
4,68,232.54,26.52,23,696.6,0.01,0.73,0.15
4,681,166.01,26.52,48,681.7,0.01,0.73,0.15
4,682,179.62,26.52,22,824.9,0.01,0.73,0.15
4,683,226.16,26.52,45,494.5,0.01,0.73,0.15
4,684,221.98,26.52,15,721.2,0.01,0.73,0.15
4,688,144.91,26.52,18,660.5,0.01,0.73,0.15
4,689,223.65,26.52,43,482.7,0.01,0.73,0.15
4,69,197.2,26.52,46,506.9,0.01,0.73,0.15
4,693,215.85,26.52,33,522.2,0.01,0.73,0.15
4,694,189.67,26.52,22,500.7,0.01,0.73,0.15
4,699,228.98,26.52,14,483.5,0.01,0.73,0.15
4,7,215.35,26.52,46,554.3,0.01,0.73,0.15
4,704,175.15,26.52,39,790.1,0.01,0.73,0.15
4,707,228.65,26.52,14,662.4,0.01,0.73,0.15
4,708,202.68,26.52,18,717.7,0.01,0.73,0.15
4,71,212.09,26.52,12,709.9,0.01,0.73,0.15
4,712,182.73,26.52,15,853.9,0.01,0.73,0.15
4,715,271.22,26.52,34,867.6,0.01,0.73,0.15
4,716,188.13,26.52,49,561.9,0.01,0.73,0.15
4,72,211.05,26.52,20,835.8,0.01,0.73,0.15
4,728,204.85,26.52,19,560.4,0.01,0.73,0.15
4,729,191.16,26.52,18,824.9,0.01,0.73,0.15
4,730,181.22,26.52,36,576.4,0.01,0.73,0.15
4,731,190.46,26.52,34,701.8,0.01,0.73,0.15
4,733,150.93,26.52,17,866.3,0.01,0.73,0.15
4,736,219.16,26.52,28,491.6,0.01,0.73,0.15
4,737,214.63,26.52,48,553.7,0.01,0.73,0.15
4,738,210.74,26.52,13,866.8,0.01,0.73,0.15
4,739,199.82,26.52,14,755.5,0.01,0.73,0.15
4,743,216.36,26.52,36,886.6,0.01,0.73,0.15
4,744,206.15,26.52,16,878.9,0.01,0.73,0.15
4,745,199.79,26.52,38,824.0,0.01,0.73,0.15
4,746,198.31,26.52,44,487.0,0.01,0.73,0.15
4,748,191.1,26.52,24,784.9,0.01,0.73,0.15
4,749,212.51,26.52,23,888.9,0.01,0.73,0.15
4,75,192.0,26.52,46,760.8,0.01,0.73,0.15
4,751,234.01,26.52,36,734.9,0.01,0.73,0.15
4,754,218.88,26.52,18,895.4,0.01,0.73,0.15
4,755,216.06,26.52,49,675.1,0.01,0.73,0.15
4,758,196.01,26.52,38,724.3,0.01,0.73,0.15
4,76,227.42,26.52,26,622.7,0.01,0.73,0.15
4,760,198.76,26.52,11,532.9,0.01,0.73,0.15
4,763,213.53,26.52,28,867.3,0.01,0.73,0.15
4,764,234.72,26.52,49,830.3,0.01,0.73,0.15
